brand,model,model_year,mileage,fuel_type,transmission_type,clean_title,price
26,Rover Defender S,2023,15200.0,Gasoline,A/T,1,62999.0
4,650 i,2012,39960.0,Gasoline,Manual,1,38995.0
14,Mustang Base,2008,119000.0,Gasoline,A/T,1,13500.0
24,K5 GT-Line,2022,10971.0,Gasoline,A/T,1,29998.0
34,Mazda3 i Touring,2014,118500.0,Gasoline,Manual,1,11500.0
24,Stinger GT1,2021,8288.0,Gasoline,A/T,1,45899.0
9,Camaro ZL1,2023,2950.0,Gasoline,A/T,1,74500.0
36,AMG G 63 Base,2017,73000.0,Gasoline,A/T,1,78000.0
14,Thunderbird Premium,2005,82000.0,Gasoline,Other,1,14900.0
3,e-tron Prestige,2019,7874.0,,A/T,1,38999.0
15,Sierra 1500 SLT,2017,49105.0,Gasoline,A/T,1,39750.0
24,Telluride LX,2023,5500.0,Gasoline,A/T,1,40000.0
9,Corvette Base,2005,36700.0,Gasoline,Manual,1,26000.0
4,650 i,2014,40000.0,Gasoline,Other,1,34000.0
39,Rogue SL,2017,78110.0,Gasoline,A/T,1,17500.0
15,Acadia Denali,2015,74864.0,Gasoline,A/T,1,19780.0
8,Escalade Premium Luxury Platinum,2021,15350.0,Gasoline,A/T,1,93500.0
39,GT-R Premium,2010,46100.0,Gasoline,A/T,1,72999.0
53,Highlander XLE,2018,61454.0,Gasoline,A/T,1,31000.0
4,X7 xDrive40i,2020,45241.0,Gasoline,A/T,1,54500.0
20,QX60 Base,2018,48000.0,Gasoline,CVT,1,27000.0
27,IS 250C Base,2010,68500.0,Gasoline,Manual,1,18500.0
15,Sierra 1500 Denali,2019,43433.0,Gasoline,A/T,1,51899.0
9,SSR Base,2005,122961.0,Gasoline,A/T,1,20995.0
11,Challenger R/T,2014,92861.0,Gasoline,A/T,1,19750.0
19,Equus Signature,2016,72000.0,Gasoline,A/T,1,21400.0
25,Aventador SVJ Base,2019,6929.0,Gasoline,A/T,1,649999.0
14,Mustang GT,2003,83000.0,Gasoline,A/T,1,10500.0
3,e-tron Premium,2021,18031.0,,A/T,1,39599.0
53,Sequoia Limited,2023,8200.0,Hybrid,A/T,1,78900.0
26,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,Other,1,74900.0
22,Grand Cherokee L Limited,2022,12875.0,Gasoline,A/T,1,42599.0
32,GranTurismo Sport,2015,32000.0,Gasoline,A/T,1,36000.0
4,M5 Base,2013,61145.0,Gasoline,A/T,1,37500.0
36,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,A/T,1,43900.0
26,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,A/T,1,143998.0
14,F-150 Lariat,2011,152000.0,Gasoline,A/T,1,14000.0
3,A4 2.0T Premium,2012,129567.0,Gasoline,A/T,1,7000.0
4,540 i xDrive,2019,36000.0,Gasoline,A/T,1,41995.0
4,X6 xDrive35i,2009,92008.0,Gasoline,A/T,1,12500.0
14,Mustang Base,1998,63900.0,Gasoline,A/T,1,10300.0
53,Sequoia Limited,2012,150900.0,Gasoline,A/T,1,17500.0
11,Challenger R/T Scat Pack,2019,43000.0,–,Manual,1,50000.0
26,Rover Range Rover 3.0L Supercharged,2018,38020.0,Gasoline,A/T,1,63998.0
3,Q8 55 Premium Plus,2021,14750.0,Hybrid,Other,1,61059.0
50,WRX Base,2015,52500.0,Gasoline,Manual,1,23000.0
9,Suburban LT,2017,207571.0,Gasoline,A/T,1,21000.0
20,QX60 Pure,2020,39000.0,Gasoline,A/T,1,29900.0
43,Cayman Base,2011,66000.0,Gasoline,A/T,1,28000.0
20,QX60 Base,2017,93500.0,Gasoline,A/T,1,16000.0
4,M4 Base,2018,7200.0,Gasoline,A/T,1,64000.0
32,MC20 MC20,2022,1220.0,Gasoline,A/T,1,238900.0
26,Rover Defender SE,2023,8421.0,Hybrid,A/T,1,90000.0
4,M8 Base,2020,25520.0,Gasoline,A/T,1,84900.0
52,Model Y Performance,2020,30554.0,,A/T,1,41999.0
55,C40 Recharge Pure Electric Twin Ultimate,2023,17000.0,,A/T,1,54900.0
36,SL-Class SL 550,2011,41314.0,Gasoline,Other,1,30999.0
26,Rover Range Rover P525 HSE SWB,2020,49899.0,Gasoline,Other,1,64500.0
14,Escape XLT,2012,186268.0,E85 Flex Fuel,A/T,1,4500.0
27,ES 350 Base,2016,51335.0,Gasoline,A/T,1,25995.0
43,718 Boxster GTS,2019,10400.0,Gasoline,A/T,1,99750.0
36,G-Class G 550,2020,20622.0,Gasoline,A/T,1,142998.0
44,1500 Big Horn,2022,19376.0,Gasoline,A/T,1,45861.0
3,R8 5.2 V10 performance,2020,12245.0,Gasoline,A/T,1,187900.0
38,Lancer Evolution IX,2006,77000.0,Gasoline,Manual,1,57000.0
0,TL Technology,2013,40000.0,Gasoline,A/T,1,24000.0
8,CTS Luxury,2012,113000.0,Gasoline,A/T,1,10000.0
9,Camaro 1SS,2022,7600.0,Gasoline,Manual,1,46000.0
53,Camry Hybrid LE,2022,20400.0,Hybrid,CVT,1,29900.0
14,Transit-350 XLT,2019,115000.0,Gasoline,A/T,1,39000.0
27,RX 450h Base,2012,239000.0,Hybrid,A/T,1,7000.0
21,F-TYPE V6 S,2014,62194.0,Gasoline,A/T,1,32998.0
22,Wrangler Sahara,2020,22138.0,Gasoline,A/T,1,38598.0
43,718 Boxster S,2017,48900.0,Gasoline,Other,1,62500.0
3,R8 5.2,2014,21800.0,Gasoline,Other,1,117000.0
28,MKZ Base,2016,68200.0,Gasoline,A/T,1,16750.0
9,S-10 LS Crew Cab,2001,139000.0,Gasoline,A/T,1,7000.0
36,G-Class G 550 4MATIC,2021,76100.0,Gasoline,A/T,1,130000.0
27,RX 350 RX 350 F SPORT Handling,2022,14330.0,Gasoline,A/T,1,54998.0
4,750 i xDrive,2019,41906.0,Gasoline,A/T,1,45999.0
9,Camaro 2SS,2016,164000.0,Gasoline,A/T,1,21500.0
14,Fusion Hybrid SE,2013,161933.0,Hybrid,CVT,1,7945.0
19,Santa Cruz 2.5T Limited,2022,22829.0,Gasoline,A/T,1,34580.0
27,RX 350 F Sport,2023,5483.0,Gasoline,A/T,1,59950.0
26,Rover Range Rover Evoque S,2020,46891.0,Gasoline,A/T,1,31000.0
9,Suburban LT,2019,72000.0,Gasoline,A/T,1,39000.0
43,718 Spyder Base,2020,3400.0,Gasoline,Manual,1,129900.0
9,Camaro 1LT,2021,18000.0,Gasoline,A/T,1,30000.0
22,Gladiator Freedom,2021,30630.0,Gasoline,A/T,1,39998.0
53,Tacoma Double Cab,2007,24985.0,Gasoline,A/T,1,33580.0
15,Yukon Denali Ultimate,2023,9978.0,Gasoline,A/T,1,93999.0
14,Shelby GT350R Base,2018,18500.0,Gasoline,Manual,1,77999.0
8,Escalade Premium Luxury Platinum,2021,72843.0,Gasoline,A/T,1,79990.0
7,LaCrosse Base,2017,67500.0,Gasoline,A/T,1,20000.0
52,Model X Long Range Plus,2020,43534.0,,A/T,1,65990.0
36,E-Class E 300 4MATIC,2017,36900.0,Gasoline,A/T,1,28500.0
9,Tahoe LT,2017,61720.0,E85 Flex Fuel,A/T,1,39998.0
24,Telluride EX,2022,35938.0,Gasoline,A/T,1,43329.0
53,Tundra Hybrid Limited,2023,10748.0,Hybrid,A/T,1,63100.0
3,S8 4.0T quattro,2023,4457.0,Gasoline,A/T,1,107900.0
39,Armada Platinum,2018,108206.0,Gasoline,A/T,1,26498.0
26,Rover Discovery HSE,2020,32705.0,Diesel,A/T,1,46598.0
24,Telluride S,2020,74026.0,Gasoline,A/T,1,32913.0
27,GS 350 F Sport,2020,24651.0,Gasoline,A/T,1,45950.0
4,X6 xDrive40i,2022,13000.0,Hybrid,Other,1,69000.0
26,Rover Range Rover P400 SE SWB,2023,11700.0,Hybrid,Other,1,133500.0
9,Silverado 3500 High Country,2015,77500.0,Diesel,A/T,1,54000.0
32,Quattroporte Sport GT,2007,82000.0,Gasoline,Other,1,7999.0
11,Viper GTC,2017,1389.0,Gasoline,Manual,1,489995.0
14,Expedition Limited,2021,29830.0,Gasoline,A/T,1,55329.0
34,Mazda6 i Grand Touring,2016,83100.0,–,A/T,1,17800.0
24,Optima LX,2019,62660.0,Gasoline,A/T,1,16500.0
26,Rover Range Rover Sport SVR,2018,56006.0,Gasoline,Other,1,59000.0
27,RX 450h F SPORT Handling,2021,31365.0,Hybrid,Other,1,52998.0
28,Town Car Base,2004,27600.0,Gasoline,A/T,1,14900.0
17,Civic Si,2012,47245.0,Gasoline,Manual,1,19600.0
27,RX 450h Base,2017,73948.0,Hybrid,A/T,1,31990.0
44,1500 Classic Warlock,2019,36757.0,E85 Flex Fuel,A/T,1,31953.0
52,Model Y Long Range,2023,4786.0,,A/T,1,48000.0
3,RS 3 2.5T,2023,1900.0,Gasoline,Other,1,78900.0
19,Genesis Coupe 3.8 R-Spec,2014,52060.0,Gasoline,Manual,1,15000.0
43,Boxster RS 60 Spyder,2008,58000.0,Gasoline,Manual,1,41500.0
14,F-250 XLT,2010,52246.0,Diesel,Manual,1,26095.0
24,Sorento EX,2016,64290.0,Gasoline,A/T,1,16999.0
39,370Z Touring,2009,37500.0,Gasoline,Manual,1,21500.0
16,G70 2.0T,2023,2121.0,Gasoline,A/T,1,40750.0
26,Rover Range Rover Sport Supercharged,2013,57000.0,Gasoline,Other,1,26000.0
36,S-Class S 560 4MATIC,2020,22000.0,Gasoline,A/T,1,69500.0
14,Bronco Wildtrak Advanced,2023,2000.0,Gasoline,A/T,1,66500.0
44,1500 SLT,2018,61802.0,E85 Flex Fuel,A/T,1,32000.0
11,Challenger R/T,2010,73000.0,–,A/T,1,17500.0
9,Sonic LT,2013,110000.0,–,A/T,1,7500.0
22,Grand Cherokee Laredo,2013,106700.0,E85 Flex Fuel,A/T,1,13500.0
3,RS 5 4.2,2013,75965.0,Gasoline,A/T,1,35999.0
22,Grand Cherokee L Overland,2022,31804.0,Gasoline,A/T,1,48995.0
34,MX-5 Miata Base,1992,125800.0,–,Manual,1,11500.0
10,Crossfire Limited,2005,116320.0,Gasoline,A/T,1,6000.0
3,S5 4.2 Premium Plus,2011,156875.0,Gasoline,Manual,1,9900.0
52,Model X Base,2023,197.0,,A/T,1,85000.0
8,CT4 Luxury,2020,35200.0,Gasoline,A/T,1,28500.0
32,Ghibli S Q4,2014,76000.0,Gasoline,A/T,1,19000.0
21,F-PACE 25t Premium,2019,29000.0,Gasoline,A/T,1,34500.0
4,750 i xDrive,2019,33499.0,Gasoline,A/T,1,44495.0
0,TLX V6 Advance,2019,25779.0,Gasoline,A/T,1,30999.0
15,Terrain SLT-1,2015,76296.0,Gasoline,A/T,1,9500.0
4,i3 Base w/Range Extender,2014,29553.0,,A/T,1,12800.0
39,Versa 1.8 S,2011,109902.0,Gasoline,A/T,1,4500.0
36,C-Class C 300 4MATIC,2019,23083.0,Gasoline,A/T,1,33500.0
53,Matrix XRS,2003,143600.0,Gasoline,Manual,1,4199.0
44,1500 Limited,2021,22000.0,Gasoline,A/T,1,54800.0
36,AMG E 53 Base 4MATIC,2022,13000.0,Hybrid,A/T,1,81500.0
3,A5 2.0T Premium,2018,53000.0,Gasoline,A/T,1,28000.0
28,Navigator Reserve,2019,44741.0,Gasoline,A/T,1,52999.0
3,A6 3.2 quattro,2008,202000.0,Gasoline,A/T,1,5700.0
9,Silverado 1500 LT Crew Cab,2006,215000.0,Gasoline,A/T,1,6995.0
36,S-Class S 560,2019,77138.0,Gasoline,A/T,1,49998.0
55,XC90 T6 Momentum,2018,90641.0,Gasoline,A/T,1,25999.0
53,Camry SE,2011,177702.0,Gasoline,A/T,1,7700.0
36,Metris Base,2018,58350.0,Gasoline,A/T,1,29497.0
9,Camaro 2LT,2010,86170.0,Gasoline,A/T,1,17000.0
34,MX-5 Miata Grand Touring,2012,36568.0,Gasoline,Manual,1,20199.0
14,Escape SE,2015,54357.0,Gasoline,A/T,1,16250.0
36,S-Class S 63 AMG,2015,20394.0,Gasoline,A/T,1,59598.0
24,Niro EX,2023,7578.0,Hybrid,A/T,1,31113.0
43,Boxster Base,2010,64800.0,Gasoline,Manual,1,20900.0
53,4Runner Trail,2016,117780.0,Gasoline,A/T,1,27750.0
19,Kona EV SEL,2019,33100.0,,A/T,1,18200.0
26,Rover Range Rover Evoque SE,2016,86202.0,Gasoline,A/T,1,18750.0
14,E350 Super Duty XLT,2012,163000.0,E85 Flex Fuel,A/T,1,19550.0
36,SL-Class SL500 Roadster,2004,35400.0,Gasoline,A/T,1,24900.0
22,Compass Trailhawk,2018,31000.0,Gasoline,A/T,1,22000.0
36,S-Class S 560 4MATIC,2018,103069.0,Gasoline,A/T,1,40998.0
36,G-Class G 550 4MATIC,2021,22480.0,Gasoline,A/T,1,135800.0
52,Model X P90D,2016,91000.0,,A/T,1,39500.0
27,IS-F Base,2010,41500.0,Gasoline,A/T,1,44800.0
4,335 i,2010,91545.0,Gasoline,A/T,1,13000.0
3,RS 7 4.0T,2022,4100.0,Hybrid,A/T,1,162500.0
7,Lucerne CXL,2006,110000.0,Gasoline,A/T,1,5000.0
28,MKX Reserve,2016,88000.0,Gasoline,Other,1,18500.0
39,Armada Platinum,2018,42833.0,Gasoline,Other,1,37000.0
43,911 Carrera,2020,23278.0,Gasoline,A/T,1,114998.0
36,E-Class 400E,1993,106983.0,–,A/T,1,15300.0
4,435 Gran Coupe i,2015,60100.0,Gasoline,A/T,1,24995.0
22,Wagoneer Series III,2022,17381.0,Gasoline,A/T,1,69685.0
8,ATS 2.5L,2013,63172.0,Gasoline,A/T,1,12995.0
14,Transit Connect XLT,2010,72000.0,Gasoline,A/T,1,10900.0
24,EV6 GT-Line,2022,4820.0,,A/T,1,47500.0
3,S5 3.0T Premium Plus,2014,67900.0,Gasoline,Manual,1,25990.0
53,Tundra SR,2018,51000.0,Gasoline,A/T,1,38000.0
22,Wrangler Unlimited Freedom Edition,2013,54500.0,Gasoline,A/T,1,35000.0
32,Quattroporte Base,2006,61840.0,Gasoline,Other,1,16500.0
36,CLS-Class CLS500,2006,28950.0,Gasoline,A/T,1,16750.0
15,Sierra 3500 SLE,2002,300000.0,Diesel,A/T,1,5000.0
39,Frontier SL,2011,103400.0,Gasoline,A/T,1,17000.0
4,M5 Base,2023,816.0,Gasoline,A/T,1,109900.0
43,911 R,2016,719.0,Gasoline,Manual,1,489000.0
26,Rover Defender X-Dynamic SE,2023,3678.0,Hybrid,A/T,1,81998.0
14,F-150 XL,2016,107000.0,E85 Flex Fuel,A/T,1,22000.0
4,M8 Competition,2022,5018.0,Gasoline,A/T,1,114998.0
43,911 Carrera S,2010,13850.0,Gasoline,Manual,1,71400.0
55,XC70 3.2,2008,46700.0,Gasoline,A/T,1,11400.0
10,300 Touring,2021,21478.0,Gasoline,A/T,1,27798.0
17,Insight EX,2020,64200.0,Hybrid,CVT,1,20499.0
43,Cayman S,2006,31075.0,Gasoline,A/T,1,36250.0
52,Model Y Performance,2022,25250.0,,A/T,1,47800.0
4,M5 Competition,2020,35400.0,Gasoline,A/T,1,71950.0
3,S4 4.2 quattro,2004,74030.0,Gasoline,Manual,1,16000.0
14,F-250 Platinum,2021,48549.0,Diesel,A/T,1,69998.0
24,Seltos S,2023,5182.0,Gasoline,A/T,1,32500.0
44,ProMaster 2500 High Roof,2019,31681.0,Gasoline,A/T,1,33500.0
4,M760 M760i xDrive,2020,23430.0,Gasoline,A/T,1,80998.0
36,E-Class E 400,2015,30300.0,Gasoline,A/T,1,29000.0
8,XTS Luxury,2016,112000.0,Gasoline,A/T,1,14599.0
20,Q50 Premium,2014,127356.0,Gasoline,A/T,1,19990.0
54,Touareg V6 Executive,2017,50600.0,Gasoline,A/T,1,28890.0
9,Suburban 1500 LTZ,2011,194000.0,E85 Flex Fuel,A/T,1,9950.0
53,Tundra SR5,2021,33455.0,Gasoline,A/T,1,44750.0
4,X1 sDrive28i,2022,43000.0,Gasoline,A/T,1,35750.0
36,GL-Class GL 550 4MATIC,2016,46102.0,Gasoline,A/T,1,35300.0
8,XTS Luxury,2019,59000.0,Gasoline,A/T,1,21000.0
21,XJ8 Base,2004,134000.0,Gasoline,A/T,1,9500.0
9,Camaro ZL1,2020,3715.0,Gasoline,A/T,1,150000.0
36,Sprinter 2500,2012,100245.0,Diesel,A/T,1,24000.0
36,C-Class C 300 4MATIC,2022,8583.0,Gasoline,A/T,1,42999.0
11,Dakota SLT,2003,141800.0,Gasoline,A/T,1,5700.0
3,A5 2.0T Premium Plus,2012,77000.0,Gasoline,A/T,1,13800.0
3,A5 2.0T Premium,2018,67035.0,Gasoline,Other,1,31500.0
3,S5 3.0 Premium Plus,2012,61450.0,Gasoline,A/T,1,19500.0
43,Panamera GTS,2015,39500.0,Gasoline,Other,1,52590.0
36,AMG GT C,2020,6600.0,Gasoline,Other,1,128900.0
9,Camaro 2SS,2023,2300.0,Gasoline,Manual,1,51500.0
3,Q7 Premium Plus,2023,10601.0,Hybrid,A/T,1,61998.0
32,GranTurismo MC,2018,18000.0,Gasoline,Other,1,67000.0
15,Sierra 2500 AT4,2022,31681.0,Gasoline,A/T,1,67963.0
8,XT6 Sport AWD,2020,24114.0,Gasoline,A/T,1,49427.0
22,Grand Cherokee L Laredo,2022,22109.0,Gasoline,A/T,1,43389.0
9,Avalanche 1500 LT,2012,148000.0,E85 Flex Fuel,A/T,1,18000.0
4,M5 Base,2018,41000.0,Gasoline,Other,1,60200.0
39,Titan SE,2009,127600.0,E85 Flex Fuel,A/T,1,19500.0
11,Ram 1500 SRT-10 Quad Cab,2005,138450.0,Gasoline,A/T,1,19000.0
15,Sierra 1500 SLT,2013,230000.0,E85 Flex Fuel,A/T,1,15500.0
27,RX 350 F Sport,2017,53649.0,Gasoline,A/T,1,33000.0
36,GL-Class GL 450 4MATIC,2012,174000.0,Gasoline,A/T,1,11999.0
20,QX80 Luxe,2022,49860.0,Gasoline,A/T,1,47645.0
36,AMG C 63 S,2021,13650.0,Gasoline,A/T,1,75000.0
4,528 i xDrive,2016,134000.0,Gasoline,A/T,1,13500.0
43,911 Carrera,2014,78000.0,Gasoline,Other,1,68000.0
43,Boxster S,2005,65750.0,Gasoline,A/T,1,21750.0
4,X6 M Base,2021,18000.0,Gasoline,A/T,1,94000.0
14,Mustang Premium,2007,121630.0,Gasoline,A/T,1,9450.0
45,R1S Launch Edition,2023,4500.0,,A/T,1,89999.0
55,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408.0,Hybrid,A/T,1,61999.0
4,528 i xDrive,2016,120000.0,Gasoline,A/T,1,16000.0
8,Escalade ESV Platinum,2016,168600.0,Gasoline,A/T,1,29500.0
9,Corvette Base,2004,43705.0,Gasoline,Manual,1,25900.0
3,A5 2.0T Premium,2013,111000.0,Gasoline,Other,1,11500.0
3,TT 2.0T Premium,2012,64549.0,Gasoline,Other,1,17000.0
7,LaCrosse CX,2007,53000.0,Gasoline,A/T,1,6500.0
9,Camaro 2SS,2017,13465.0,Gasoline,A/T,1,44900.0
52,Model Y Long Range,2023,5844.0,,A/T,1,52000.0
4,M3 Base,2015,74000.0,Gasoline,Manual,1,40000.0
24,Optima LX,2011,100331.0,Gasoline,A/T,1,6900.0
53,Supra 3.0 Premium,2022,24850.0,Gasoline,A/T,1,53568.0
28,Nautilus Reserve,2021,17467.0,Gasoline,A/T,1,43860.0
39,Pathfinder SL,2015,115000.0,Gasoline,A/T,1,11995.0
4,X5 xDrive50i,2015,72000.0,Gasoline,Other,1,26500.0
34,MazdaSpeed3 Grand Touring,2008,162000.0,Gasoline,Manual,1,6500.0
15,Yukon XL SLT,2017,47589.0,Gasoline,A/T,1,45500.0
53,bZ4X Limited,2023,6548.0,,A/T,1,41999.0
44,ProMaster 2500 High Roof,2018,10339.0,Gasoline,A/T,1,36990.0
44,1500 Classic SLT,2021,32092.0,Gasoline,A/T,1,35113.0
27,GS 350 Base,2014,85275.0,Gasoline,A/T,1,23998.0
19,Tucson Limited,2016,138000.0,Gasoline,A/T,1,10990.0
9,SSR Base,2003,87500.0,Gasoline,A/T,1,16999.0
32,GranTurismo Base,2013,34920.0,Gasoline,A/T,1,38900.0
52,Model X Performance,2020,27224.0,,A/T,1,65999.0
4,M2 Base,2018,25000.0,Gasoline,A/T,1,52000.0
52,Model Y Long Range,2021,14642.0,,A/T,1,48500.0
50,Outback 2.5i Limited,2015,162000.0,Gasoline,CVT,1,13999.0
7,Roadmaster Estate,1996,119500.0,Gasoline,A/T,1,16999.0
26,Rover Range Rover 5.0L Supercharged,2017,101800.0,Gasoline,A/T,1,36500.0
14,Expedition Max XLT,2021,84351.0,Gasoline,A/T,1,42691.0
39,Leaf SL,2012,26930.0,,A/T,1,6700.0
53,Tacoma TRD Pro,2019,40698.0,Gasoline,Other,1,42886.0
36,AMG GT 63 S 4-Door,2020,40000.0,Gasoline,A/T,1,112500.0
4,230 i,2019,30000.0,Gasoline,A/T,1,29000.0
27,ES 350 Base,2007,78980.0,Gasoline,A/T,1,10600.0
43,911 Carrera S Cabriolet,2007,28844.0,Gasoline,Manual,1,69995.0
43,Taycan Turbo,2020,21028.0,,Other,1,96900.0
32,Levante Modena,2023,5409.0,Gasoline,A/T,1,88950.0
11,Challenger SRT Hellcat,2020,12700.0,Gasoline,A/T,1,69900.0
34,Mazda6 Touring,2021,19000.0,Gasoline,A/T,1,25900.0
3,S4 3.0T Premium,2019,12000.0,Gasoline,A/T,1,48000.0
14,Mustang GT Premium,2016,25717.0,Gasoline,Manual,1,33900.0
52,Model Y Long Range,2022,12055.0,,A/T,1,44400.0
3,TTS 2.0T Premium Plus,2011,69700.0,Gasoline,A/T,1,23000.0
4,M2 Competition,2020,25013.0,Gasoline,A/T,1,55000.0
3,Q4 e-tron Sportback Premium,2023,1156.0,,A/T,1,54900.0
4,740 i,2016,57939.0,Gasoline,A/T,1,27500.0
36,AMG GLE 43 Coupe 4MATIC,2018,52694.0,Gasoline,Other,1,49999.0
36,S-Class S 550 4MATIC,2015,54000.0,Gasoline,A/T,1,37000.0
17,S2000 Base,2002,110500.0,Gasoline,Manual,1,27000.0
9,Corvette Base,2000,97500.0,Gasoline,Manual,1,10000.0
9,Colorado Z71,2020,20909.0,Gasoline,A/T,1,35387.0
36,S-Class S 63 AMG,2013,77648.0,Gasoline,A/T,1,40000.0
5,Continental GTC Base,2013,79422.0,Gasoline,A/T,1,64000.0
15,Sierra 2500 SLE H/D Extended Cab,2002,53850.0,Gasoline,A/T,1,16900.0
3,SQ5 3.0T Premium,2020,21832.0,Gasoline,A/T,1,42000.0
53,Corolla iM Base,2017,41932.0,Gasoline,Manual,1,18700.0
15,Yukon XL SLT,2017,110000.0,Gasoline,A/T,1,34999.0
53,Tundra 1794,2020,67400.0,Gasoline,A/T,1,47500.0
50,WRX Premium,2017,62662.0,Gasoline,Manual,1,24000.0
50,WRX Base,2015,102000.0,Gasoline,Manual,1,18000.0
20,Q50 Premium,2014,79785.0,Gasoline,A/T,1,16488.0
9,Suburban Premier,2017,166549.0,Gasoline,A/T,1,24950.0
53,Sequoia Limited,2006,190656.0,Gasoline,A/T,1,8900.0
11,Challenger R/T Scat Pack,2016,7928.0,–,Manual,1,37500.0
43,Cayenne GTS,2009,135606.0,Gasoline,Other,1,15000.0
24,Telluride S,2023,14700.0,Gasoline,A/T,1,39900.0
36,AMG E 63 S 4MATIC,2019,12985.0,Gasoline,A/T,1,96000.0
4,Z4 sDrive35is,2014,4200.0,Gasoline,Other,1,64995.0
50,Impreza 2.0i Sport,2017,44000.0,Gasoline,Manual,1,23500.0
11,Dart SE,2015,66000.0,Gasoline,Manual,1,12000.0
26,Rover Range Rover P525 Westminster,2021,17945.0,Gasoline,A/T,1,89900.0
39,370Z Base,2013,106700.0,Gasoline,Manual,1,17500.0
8,Escalade ESV Luxury,2020,120000.0,Gasoline,A/T,1,55000.0
36,E-Class E 350,2012,59600.0,Gasoline,Other,1,19900.0
24,Optima Hybrid EX,2012,117220.0,Hybrid,A/T,1,8900.0
9,Silverado 3500 LTZ,2022,85200.0,Diesel,A/T,1,67500.0
54,Golf GTI 2.0T SE 4-Door,2018,63450.0,Gasoline,Manual,1,24325.0
11,Ram 1500 SRT-10,2004,73000.0,Gasoline,Manual,1,22500.0
49,tC Anniversary Edition,2014,115000.0,Gasoline,Manual,1,11495.0
26,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000.0,Gasoline,A/T,1,49900.0
27,LS 500 Base,2018,67296.0,Gasoline,A/T,1,40900.0
9,Suburban 1500 LT,2015,179200.0,Gasoline,A/T,1,16000.0
32,GranTurismo Base,2015,28000.0,Gasoline,A/T,1,44999.0
43,911 Carrera Turbo,2003,155000.0,Gasoline,Manual,1,55000.0
19,Sonata Hybrid Base,2012,154000.0,Hybrid,A/T,1,8500.0
8,CTS Luxury,2012,62500.0,Gasoline,A/T,1,18955.0
4,323 Ci,2000,177700.0,Gasoline,A/T,1,2500.0
52,Model 3 Standard Range Plus,2019,83700.0,,A/T,1,26000.0
9,1500 Cheyenne Extended Cab,1995,120000.0,–,A/T,1,6500.0
39,370Z Touring,2012,65000.0,Gasoline,Manual,1,21500.0
36,GLS 450 Base 4MATIC,2018,62808.0,Gasoline,A/T,1,38598.0
14,Mustang GT Premium,2021,3000.0,Gasoline,Manual,1,49500.0
3,Q5 2.0T Premium,2012,119000.0,Gasoline,A/T,1,12000.0
44,2500 Big Horn,2013,198868.0,Diesel,A/T,1,25000.0
11,Ram 1500 ST,2011,188000.0,Gasoline,A/T,1,8500.0
36,C-Class C 300 4MATIC Sport,2013,157405.0,Gasoline,A/T,1,10750.0
11,Challenger SRT Hellcat,2016,8228.0,Gasoline,A/T,1,62500.0
26,Rover Range Rover 3.0L Supercharged HSE,2018,73101.0,Gasoline,A/T,1,42950.0
4,M4 Base,2018,10950.0,Gasoline,Manual,1,60995.0
36,S-Class S 560 4MATIC,2018,63160.0,Gasoline,A/T,1,47000.0
26,Rover Range Rover 5.0L V8 Supercharged,2019,31866.0,Gasoline,A/T,1,68900.0
9,Express 3500 Base,2009,75000.0,Gasoline,A/T,1,18900.0
53,4Runner TRD Pro,2016,98000.0,Gasoline,A/T,1,36000.0
34,MX-5 Miata Grand Touring,2012,33576.0,Gasoline,Manual,1,18900.0
54,Touareg VR6 Lux,2012,123200.0,Gasoline,A/T,1,12449.0
21,XJ Base,2013,112000.0,Gasoline,A/T,1,8800.0
9,Camaro 2SS,2010,68000.0,Gasoline,A/T,1,19500.0
20,G37 x,2012,120000.0,Gasoline,Other,1,14500.0
4,X6 xDrive50i,2019,45000.0,Gasoline,A/T,1,46999.0
9,Camaro LT1,2022,6700.0,Gasoline,A/T,1,39500.0
43,Taycan Base,2021,6785.0,,A/T,1,108900.0
36,S-Class S 63 AMG,2015,40900.0,Gasoline,A/T,1,59750.0
8,Escalade ESV Premium Luxury,2018,74150.0,Gasoline,A/T,1,45000.0
53,Camry Hybrid XLE,2014,94448.0,Hybrid,A/T,1,15999.0
3,A6 3.0T Prestige,2015,108000.0,Gasoline,Other,1,19998.0
4,X5 M Base,2012,118000.0,Gasoline,Other,1,17000.0
21,F-PACE SVR,2020,38800.0,Gasoline,Other,1,57500.0
4,740 i,2017,55000.0,Gasoline,Other,1,40000.0
4,M340 i xDrive,2021,34967.0,Hybrid,A/T,1,49999.0
22,Wrangler Unlimited Sport,2016,85325.0,Gasoline,A/T,1,30000.0
44,2500 Tradesman,2018,63750.0,Gasoline,A/T,1,36000.0
14,Mustang V6,2016,87248.0,Gasoline,A/T,1,19999.0
4,328 i,1997,206000.0,Gasoline,Manual,1,15900.0
36,GL-Class GL 450,2011,112854.0,Gasoline,A/T,1,11999.0
45,R1S Adventure Package,2023,1150.0,,A/T,1,96850.0
52,Model Y Long Range,2023,10000.0,,A/T,1,48000.0
